"total_pop","county_fips_code","commuters_by_public_transportation","commuters_by_car_truck_van","commuters_by_subway_or_elevated","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","two_or_more_races_pop","not_hispanic_pop","median_income","median_age","families_with_young_children","high_school_diploma","bachelors_degree","graduate_professional_degree","bachelors_degree_or_higher_25_64","confirmed_cases","deaths","total_population","area_sqmi","population_density_per_sqmi","percent_below_poverty","percent_unemployed_CDC","eightieth_percentile_income","twentieth_percentile_income","income_ratio","stay_at_home_announced","stay_at_home_effective","date_stay_at_home_announced","percent_fair_or_poor_health","percent_smokers","percent_adults_with_obesity","percent_physically_inactive","percent_with_access_to_exercise_opportunities","percent_excessive_drinking","percent_adults_with_diabetes","percent_vaccinated","date","lat","lon"
83909,48361,67,34163,0,68273,6928,946,5946,240,78,1495,77963,53667,37.7,6673,18312,6754,2035,6942,5946,81,83751,333.780795197892,250.916173743147,15.2,7.5,113140,24729,4.575195115,"no","no","2020-03-31",16.922005959,16.419416545,40.8,38,63.547050845,18.44253776,15.3,43,2020-03-25,30.121309960283,-93.8938947557004
57471,48323,59,19875,0,1521,129,253,54767,666,64,39,2704,37734,29.6,6260,4849,2808,999,3474,8320,223,56830,1279.47222886654,44.4167514681773,24.7,12.4,83443,14774,5.6479626371,"no","no","2020-03-31",35.165869361,16.61157805,38.3,29.5,80.176195215,15.485189151,16.5,26,2020-03-25,28.7424785048339,-100.314487941128
32664,48449,57,13452,0,15121,2970,253,13749,75,13,483,18915,46980,34,2739,4989,2192,938,2341,3137,60,32592,406.057144029914,80.2645649243865,20.8,6.6,90396,21573,4.1902377972,"yes","yes","2020-03-31",22.79427087,16.197378193,31,35.2,49.195892868,17.37513372,11.3,41,2020-04-03,33.2165943007783,-94.965693187404
57747,48001,39,17911,0,34468,12075,314,9981,160,11,716,47766,42313,39.1,3075,10148,3221,1973,3609,5575,75,57772,1062.60261463334,54.3683962418394,17.1,4.3,82461,19270,4.2792423456,"yes","no","2020-03-31",19.727722639,17.386320799,36.5,23.1,26.389886756,19.238291739,10.4,43,2020-04-01,31.8133237964232,-95.6525453696769
41016,48143,57,17284,0,30923,673,314,8439,200,12,440,32577,47013,30,2731,4325,4288,2158,5199,3470,42,40641,1083.09011417034,37.5231935628288,24.5,4.1,102017,17918,5.6935483871,"no","no","2020-03-31",19.089107038,15.636347626,25.8,27.8,64.534177883,20.26117626,16.4,47,2020-03-25,32.2362572603157,-98.2179495030184
63247,48497,39,25123,0,49012,752,314,11859,239,8,952,51388,59081,38.5,4839,11720,5397,1859,5980,5384,84,62089,904.391242887856,68.6528098190564,12.5,6.6,114867,27509,4.1756152532,"no","no","2020-03-31",16.558681923,14.610213349,33.3,30.7,38.410540024,19.131724483,20.5,48,2020-03-30,33.2159211220831,-97.6544897806832
39283,48071,30,15795,0,26720,3154,506,8396,42,0,465,30887,74368,35.4,3006,6411,3492,1610,4400,3431,13,38072,597.14666980782,63.7565307234364,11.7,6.4,153426,27920,5.4952005731,"no","no","2020-03-31",17.112090658,14.996608427,28,26.3,70.332801459,20.605660916,7.9,28,2020-03-24,29.7394354562922,-94.6081773537813
358484,48355,2197,151917,15,108703,12915,6823,225811,806,229,2977,132673,53317,35.1,27466,54696,31165,17224,38602,31926,517,355667,838.313819967236,424.264746123237,17,6.1,107970,22487,4.8014408325,"no","no","2020-03-31",23.326161652,14.396679473,32.7,24.9,95.145242973,19.907853456,13.1,40,2020-03-24,27.7237548867707,-97.6462698306192
18166,48503,0,7456,0,14306,271,75,3283,94,0,137,14883,46351,41.5,1344,3131,1636,764,1771,1685,32,18275,914.468641381862,19.9842828644014,15.3,4,98523,23697,4.157614888,"no","no","2020-03-31",18.090563813,15.943558128,34.3,29.1,59.929919137,17.900873305,18.8,38,2020-03-27,33.1766284217573,-98.6877429385401
34527,48189,50,13051,0,11938,1522,83,20291,23,26,635,14236,46012,33,3092,5578,2324,1058,2656,5668,135,35007,1004.68195515147,34.8438625980121,20.7,6.5,82906,20002,4.1448855114,"no","no","2020-03-31",25.690532463,15.692036876,32.4,30.8,74.04956855,18.030260497,8.1,39,2020-03-25,34.070510712366,-101.826893731821
22849,48225,0,7068,0,14155,5694,87,2439,36,35,403,20410,33552,44.6,1215,4620,1830,580,1593,1360,30,22802,1231.00446874319,18.5230846670118,24.4,4.9,70100,14686,4.7732534386,"yes","yes","2020-03-31",22.262540368,17.821101442,24.7,31.6,56.480701163,16.450770258,11.5,39,2020-04-19,31.3177393633889,-95.4226866097954
40506,48459,40,15255,0,32704,3611,91,3263,298,136,403,37243,48796,40.7,2760,7412,3255,1382,3388,2595,42,40295,582.933532404876,69.1245189374578,13.5,7.7,98491,22760,4.3273725835,"no","no","2020-03-31",16.163369223,15.19085237,30.8,30,26.256073673,19.122554202,18.2,43,2020-03-20,32.7362738454722,-94.9414870765998
19889,48165,0,7548,0,11198,452,91,8066,28,31,15,11823,58167,28.1,2490,2704,798,420,970,1302,36,19485,1502.36352966025,12.969564033817,10.7,4.5,105583,24854,4.2481290738,"no","no","2020-03-31",20.003245194,14.909157578,34,27.9,36.003651717,20.627352197,5.5,31,2020-03-25,32.740754760293,-102.635191629822
9220,48043,0,3724,0,4768,13,99,4079,153,12,96,5141,38906,43.1,513,1374,1492,915,1792,945,8,9188,6183.7594395122,1.48582752771586,11.2,7,94968,19365,4.9041053447,"yes","yes","2020-03-31",21.545321723,14.441223413,25.9,26.8,57.939774697,17.034367803,12,21,2020-05-01,29.8119444579371,-103.251748641627
4122,48319,0,1847,0,2962,1,103,1001,12,0,43,3121,40949,48.9,300,943,424,198,338,340,4,4064,928.80268739831,4.37552566884121,14.9,4.4,87871,19213,4.5735179306,"yes","yes","2020-03-31",16.930341069,12.270823258,25.9,23.2,69.915254237,16.564631265,12.1,42,2020-04-04,30.7177296866906,-99.2261530292456
12972,48487,0,5998,0,7708,1034,119,3710,95,15,291,9262,43913,37.2,918,2053,1011,322,945,1707,41,13061,970.867409946262,13.4529183554765,16.4,6.1,88091,17653,4.9901433184,"yes","yes","2020-03-31",21.00965408,16.160630403,34.1,28.6,28.518655338,17.038043418,14.4,49,2020-04-14,34.0807825145711,-99.2410169619406
23574,48365,48,9266,0,17311,3844,150,2017,12,0,230,21557,49704,38.7,1499,4493,1599,726,1768,1228,49,23771,811.355009982584,29.2979025303735,14.6,4.7,99372,20729,4.7938636693,"yes","yes","2020-03-31",17.923503839,15.843510038,37.2,26.4,39.380568163,17.833463612,16,38,2020-04-02,32.1623614039156,-94.3055943295045
24963,48149,22,10748,0,17951,1489,182,5098,13,0,230,19865,56941,47.2,1631,6266,2412,833,2278,1447,43,24909,950.00773356399,26.2197865553714,10.8,1.7,105644,21661,4.877152486,"no","no","2020-03-31",16.298472054,13.018046752,21.9,23.4,57.538486601,17.767531211,16.1,44,2020-03-25,29.8767784041994,-96.9197845202685
37787,48049,52,14314,0,27465,1369,238,8119,92,3,501,29668,43062,41,2444,8075,3183,1386,3203,3382,81,37935,944.437085954456,40.1667835413966,17.7,4.1,90225,21850,4.1292906178,"no","no","2020-03-31",18.475035705,15.156660418,38.6,33.7,64.869049494,18.417298375,12.7,41,2020-03-20,31.7742661411352,-98.999782525726
35929,48223,42,14101,0,26577,2390,254,5859,74,35,713,30070,47832,39.6,2670,7176,2796,1363,3019,2518,86,35844,767.191670554342,46.7210494792006,19.5,6,99036,21890,4.5242576519,"no","no","2020-03-31",19.536763735,16.543250654,30.9,34.9,41.361167202,17.654351146,9.8,44,2020-03-25,33.1495644217203,-95.5639571346018
31540,48273,0,12286,0,6618,1098,632,22819,40,45,288,8721,41700,27.9,2635,3159,2897,1299,3443,1981,63,31877,881.305785001084,36.1701926193084,23.8,10.5,92841,13864,6.6965522216,"no","no","2020-03-31",27.932046539,15.040413037,34,21.4,50.640965659,17.790307364,5.8,37,2020-03-29,27.4332368176265,-97.7501697232163
65411,48347,41,25340,0,39199,11221,1072,12372,172,17,1358,53039,41482,30.6,5261,8871,5756,3649,7273,3506,111,65556,946.538317903592,69.2586858450638,24.4,8.8,88716,17323,5.1212838423,"no","no","2020-03-31",21.853807264,17.032011344,35.6,28.6,62.923873287,18.65296501,15.1,48,2020-03-26,31.6159886317949,-94.6158656460196
159883,48329,194,75618,0,75630,9374,2913,69124,608,146,2014,90759,75815,31.8,15312,20269,19394,7339,22130,13334,202,155817,900.253794705364,173.081192122046,7.9,3.6,150050,34167,4.3916644716,"no","no","2020-03-31",16.680296619,12.504052855,34.5,25.3,66.220264188,21.823714035,6.4,42,2020-03-21,31.8691422345385,-102.03160395277
121230,48375,474,49104,33,54757,11301,6343,45560,328,89,2767,75670,41852,33.6,11642,16747,7824,3482,8885,15947,302,121883,908.402203669046,134.172946199066,21.9,4.6,83274,18922,4.4009089948,"no","no","2020-03-31",24.194614687,17.585883715,36.8,27.8,70.904330445,17.342794177,10.6,47,2020-03-21,35.4012933508104,-101.89393377508
130552,48381,209,63728,0,95851,3596,1906,26314,517,90,2175,104238,65564,35.6,9967,14826,17818,8631,20544,15104,208,128603,911.912540349914,141.025585579351,10.5,3.5,121928,31437,3.878487133,"no","no","2020-03-31",14.742233655,13.271109503,27.2,26.6,92.009939946,20.679302601,8.8,49,2020-03-27,34.9658780782713,-101.897059245554
321184,48167,1362,133758,0,186380,40304,10650,76806,832,153,5945,244378,65702,37.6,24251,44108,41264,21827,51882,26898,251,314485,378.945016029878,829.896123967506,13.6,7.2,145194,26412,5.4972739664,"no","no","2020-03-31",20.413934547,18.731028807,33.7,27.5,84.454651247,20.852546126,11.6,44,2020-03-13,29.3987162449929,-95.0482430808693
48976,48465,71,17707,0,7811,534,269,39855,64,0,395,9121,44609,31.7,4611,5767,3772,1521,4461,6331,158,48862,3144.74815425875,15.5376512213956,20.9,8.4,97202,18946,5.1304760899,"no","no","2020-03-31",29.44514613,15.773577733,25.2,24.3,81.969762066,16.896014585,8.3,25,2020-03-26,29.8929549128694,-101.151746224101
90322,48231,18,34978,0,65807,7044,1076,13837,716,51,1747,76485,49319,37.9,6334,16744,7264,4140,8559,4557,103,89068,840.318666185296,105.993123304439,18.9,9.7,103056,20375,5.0579631902,"no","no","2020-03-31",18.444616949,15.817496754,33,35.4,65.15575474,18.194588755,14.8,38,2020-03-25,33.123580121556,-96.0854915537149
36744,48321,144,14581,0,16503,3741,731,15230,160,0,337,21514,44896,37.2,3324,6705,2547,980,2423,2602,72,36719,1092.89512117826,33.5979173924877,21.7,6,91414,16354,5.589702825,"no","no","2020-03-31",23.477611819,16.11490721,37.7,33.7,66.898261675,16.663297637,9.8,38,2020-03-16,28.8211642563228,-96.0110051613857
70818,48471,30,21579,0,40319,16198,859,12584,245,28,575,58234,41456,35.2,4001,10805,6546,2770,7136,7008,93,69926,784.1861157221,89.1701582035921,24,4.2,91157,13723,6.6426437368,"no","no","2020-03-31",21.203360984,17.241100101,35.9,30.6,76.880682572,19.940796077,15.8,42,2020-03-25,30.7390288825488,-95.5722968272191
131778,48485,478,51818,42,87142,13018,2668,24423,773,477,3229,107355,45776,34.2,10094,20101,12916,5870,14909,13325,260,132148,627.780005576636,210.500491933664,18.5,5.2,93011,18861,4.9313928212,"no","no","2020-03-31",22.87832167,17.725334105,35.2,30.8,69.066920152,17.960878767,14.4,44,2020-03-18,33.9879116417909,-98.7036213467419
21821,48057,44,8945,0,9426,567,1079,10503,13,0,219,11318,58788,37.7,1709,3843,1587,756,1692,1361,13,21805,506.838807380448,43.0215675723357,18.1,6.3,112735,25034,4.5032755453,"no","no","2020-03-31",20.950035718,14.001674427,30.7,22.7,55.217248959,17.672879456,13.5,29,2020-03-26,28.5078326643032,-96.6011515700537
298042,48303,1270,134074,0,162449,20465,6110,102770,1051,320,4681,195272,49078,30.7,22875,36988,31162,18975,40656,45600,648,294682,895.59654473621,329.03431989769,19.5,5.4,101909,20616,4.9431994567,"no","no","2020-03-31",20.563234126,14.618253287,34.7,26.8,89.65358945,19.283906513,7.9,45,2020-03-17,33.6102163401875,-101.820533339774
13979,48313,0,3720,0,7794,2428,159,3134,17,0,425,10845,44004,35.2,743,2286,921,341,901,1162,21,13843,466.065062429532,29.7018616410301,16.5,3.9,103948,20617,5.0418586603,"yes","yes","2020-03-31",19.462672377,16.197061008,27,28.4,0,20.124666905,13.3,42,2020-04-09,30.9655513582695,-95.9284303071052
41318,48249,0,14951,0,7556,214,231,33151,36,15,67,8167,41103,34.5,4000,7946,2246,652,2392,3417,70,41486,865.168905193996,47.9513303713772,20.7,6.3,94241,16165,5.8299412311,"yes","yes","2020-03-31",29.358750645,15.203602213,32.2,26.1,47.345609481,15.950532088,13.1,37,2020-04-02,27.73135769889,-98.0898726624237
48239,48349,77,18450,0,27631,6323,302,12647,153,25,660,35592,45103,38.9,3813,7447,3170,1740,3543,4798,71,48177,1009.63176966401,47.7173970229092,19.9,10.4,94076,20155,4.6676258993,"no","no","2020-03-31",21.094765452,16.328522955,30.4,24.8,53.160155023,17.142599032,9.9,47,2020-03-27,32.046931595509,-96.4724821972331
51594,48073,0,19149,0,31603,6991,302,11605,264,12,817,39989,44294,38,4152,7770,4229,1866,4298,3491,92,51257,1052.97354967359,48.6783357624597,21.9,6,90710,20087,4.5158560263,"no","no","2020-03-31",21.390740094,16.207934139,42.8,33.7,47.455993706,17.690908559,14.1,43,2020-03-27,31.8369645530145,-95.1651950200651
55418,48221,48,21203,6,46999,384,446,6641,482,0,466,48777,60275,46.8,3453,9281,7260,3201,6776,5050,85,54217,420.652679556372,128.887803727242,12.1,3.2,122054,25467,4.7926336043,"no","no","2020-03-31",15.362026373,12.968680416,28.9,27,72.65444883,18.049901496,7.2,49,2020-03-27,32.4299512217898,-97.8323083987485
50761,48265,7,19457,0,35478,719,494,13263,101,10,678,37498,48698,47.8,2865,8386,6047,3452,5152,3020,61,50505,1103.32584894841,45.7752349844217,16.7,8.2,98033,25529,3.8400642407,"yes","no","2020-03-31",18.289321371,13.206662996,24.4,26.1,70.913853904,16.20894352,20.8,49,2020-04-01,30.0614603760737,-99.3500201683957
93635,48037,125,34193,0,60361,22371,892,6932,792,30,2241,86703,46283,38.2,6718,17775,8340,3819,9060,4876,139,93483,885.0051471825,105.629894128427,19.5,8.1,96092,18208,5.2774604569,"no","no","2020-03-31",18.895084234,17.14611872,47.3,39.3,40.863177227,18.431256626,14.8,43,2020-03-16,33.4457879621484,-94.4233735208368
66867,48409,63,26790,0,26351,992,669,38004,115,10,712,28863,53332,35.1,5769,10940,4160,1903,4670,3450,111,66706,693.435694301982,96.1963748738761,14.3,5.3,107110,22591,4.7412686468,"no","no","2020-03-31",22.99143047,15.141419345,40.3,33.8,48.088080983,18.034689983,10.4,39,2020-03-25,28.0092095557493,-97.5187919526894
75818,48099,113,26553,0,45085,10391,1338,13459,456,25,4504,62359,50865,31.2,6411,9278,5159,2082,6131,4312,45,75710,1052.20487001264,71.9536681094153,14.1,9.2,91331,24867,3.6727791853,"no","no","2020-03-31",18.427497168,16.216101313,42.2,24.4,63.847031358,20.713435042,10.1,35,2020-03-25,31.3909228033582,-97.7992161148626
116906,48451,85,50114,0,63505,4682,1338,45407,215,137,1577,71499,49662,34,9173,17416,12276,5528,13871,11547,204,116264,1521.9900290732,76.3894623349128,13.8,3.9,101567,23443,4.332508638,"no","no","2020-03-31",19.214423845,14.144435869,29.1,24.8,76.856220061,19.888542296,12.3,48,2020-03-25,31.4044540351868,-100.462133208911
48548,48325,56,19198,0,21624,1140,303,24884,163,0,426,23664,59305,38.8,3262,8582,4251,2228,5155,3253,62,47920,1325.35820985833,36.1562629963429,14,6,120525,24712,4.8771851732,"no","no","2020-03-31",20.297050184,13.202087644,33.8,25.4,54.251619354,18.800971233,12.6,37,2020-03-18,29.3557098369068,-99.1100938069095
48443,48473,185,19066,0,20853,12041,351,14230,36,66,846,34213,53506,28.8,3793,7092,3477,1544,3739,2659,27,47049,513.336234153478,91.6533781753914,19,9,114094,24140,4.7263463132,"no","no","2020-03-31",21.251302725,16.27770044,36.1,31.5,24.020368013,17.301302546,11.1,43,2020-03-29,30.0108278342035,-95.9876573883495
269624,48479,1120,94132,0,9382,736,1343,257482,154,175,327,12142,40442,28.4,30261,33491,18078,7589,22824,34690,513,266006,3361.4760980156,79.1336877739612,32.1,5.9,92128,15551,5.9242492444,"no","no","2020-03-31",34.752485638,18.426031638,37.8,29.3,87.509987855,16.288484272,6.5,35,2020-03-18,27.7611173646321,-99.3315273116027
1892004,48029,22716,784307,25,537451,133212,49745,1130949,2866,2844,33165,761055,53999,33.3,157597,248198,208782,118777,275470,152231,2040,1858699,1239.87739270445,1499.09903264367,17.2,6.7,110196,23237,4.742264492,"no","no","2020-03-31",22.492039858,14.899297572,28.6,23.4,86.264129421,20.053430905,8.5,38,2020-02-12,29.4489456893584,-98.5200117080441
711421,48157,5194,305681,13,244432,143866,136748,171949,1351,1091,11867,539472,93645,35.8,57824,67346,129438,77697,181856,44067,439,683756,861.86957750325,793.340451789438,8.2,5.4,178345,43395,4.1098052771,"no","no","2020-03-31",15.373437012,11.728355735,29.1,21.3,89.254067905,17.917411099,7.6,46,2020-03-04,29.5275067956293,-95.7708976303112
2552213,48113,34917,1100378,4667,771258,563220,152045,1011374,4450,4485,44283,1540839,53626,33.3,224939,311807,311327,177288,413649,234625,2453,2513054,873.066186853144,2878.42323736988,18.6,6.7,115244,25267,4.5610480073,"no","no","2020-03-31",19.308991615,14.893746644,30,24.3,96.274627461,18.078899824,8.1,51,2020-03-10,32.7666385750221,-96.7778840178179
914075,48085,5295,413952,1658,540387,84259,123495,137871,2858,2377,22260,776204,90124,36.5,71069,77960,194541,108514,265805,64721,483,886633,841.334910973722,1053.84073385693,7.1,4.5,171833,43050,3.991475029,"no","no","2020-03-31",12.532515096,11.502614335,27.9,19.7,90.128984675,19.256086289,8.8,55,2020-03-09,33.1879374224643,-96.5724018189062
214231,48041,2463,90005,0,121439,21819,12857,53696,238,214,3885,160535,43907,25.8,15228,17337,23839,20152,37171,16634,162,209896,585.517525831406,358.47944893188,27,5.7,104400,17455,5.9810942423,"no","no","2020-03-31",17.973388847,14.152728089,29.1,20.1,88.634905646,18.956604174,8,53,2020-03-17,30.6608114386226,-96.3023958744986
834825,48141,5196,318550,21,103880,25333,8801,686173,2344,419,7185,148652,43244,31.9,75541,91748,76291,35258,98401,107552,1940,833592,1013.18743471967,822.742141715012,22.5,7.9,89354,18467,4.838576921,"no","no","2020-03-31",26.804180447,13.836055884,28.6,20.9,81.761375488,16.859143745,9.6,32,2020-03-13,31.7685783112865,-106.234846654188
781321,48121,3725,367646,870,475452,70796,60788,149286,2289,1602,20529,632035,80290,34.9,59945,78863,148204,71260,194237,46272,439,754650,878.532978430106,858.988812632306,8.7,5.1,156810,38378,4.0859346501,"no","no","2020-03-31",14.428852499,13.069650279,25.2,20.2,94.47642217,22.409273498,8.7,52,2020-03-15,33.2052479804156,-97.1170170341532
535187,48339,2938,223865,0,363190,23915,14823,122934,746,673,8444,412253,74323,36.7,43875,68064,77686,39677,98295,33006,326,518849,1041.91901929596,497.974401456453,11,5.4,156281,32959,4.7416790558,"no","no","2020-03-31",15.016588343,14.610748407,26.1,22.2,83.920868203,20.184305988,9,47,2020-03-10,30.3001946425513,-95.5030166057275
345995,48039,246,152884,0,169835,44790,21494,102715,1054,443,5657,243280,76426,35.6,29771,43455,42804,23927,58070,26046,277,338419,1357.81144898721,249.238581875581,10.5,5.2,143915,32488,4.4297894607,"no","no","2020-03-31",18.376297341,13.406956708,28.2,28,80.513529566,18.238274997,10.5,41,2020-03-14,29.1896628162166,-95.4519265782876
4525519,48201,57933,1930740,950,1386576,838285,307109,1910535,8078,9681,62712,2614984,57791,33.1,404641,567633,559393,314848,746724,286356,3825,4434257,1704.85715677506,2600.95514886885,17.4,7,125953,25426,4.953708802,"no","no","2020-03-31",18.852601534,13.852121658,27.7,22.7,90.566209704,20.458969633,10,44,2020-03-05,29.8578076605391,-95.3937435125859
1176584,48453,20378,534828,407,580292,92653,74442,398398,1875,2250,26235,778186,68350,33.6,92285,114085,240380,136996,332446,61468,626,1148176,991.792175403694,1157.67801811166,15.2,5.2,144653,30792,4.6977461678,"no","no","2020-03-31",14.874787084,12.481495582,21.8,16.6,93.174429299,25.111292387,7,49,2020-03-13,30.3346990078377,-97.781970863138
508313,48491,2068,224663,11,309652,30364,30611,122387,962,896,13118,385926,79123,35.8,40802,56048,89380,44333,112981,29796,269,490619,1118.33259970725,438.70580194875,7.2,5.3,145713,40712,3.5791167223,"no","no","2020-03-31",15.092646502,12.565249776,30,19.8,87.269298924,20.922653606,8.9,52,2020-03-18,30.648037392587,-97.6007545659589
1114,48345,4,452,0,852,39,0,182,0,11,30,932,40598,37.6,74,218,92,24,64,79,7,1022,989.565488103902,1.03277651887218,15.5,10,84000,20278,4.142420357,"yes","yes","2020-03-31",17.638300205,14.132278853,28.3,22.8,24.958677686,16.612865307,11.2,26,2020-04-13,34.074066695813,-100.779820476598
602,48033,0,216,0,556,0,0,46,0,0,0,556,77708,42.1,77,89,116,46,108,18,0,698,897.442389517446,0.777765802187385,2.6,1.1,119900,41857,2.864514896,"yes","yes","2020-03-31",12.579258433,10.64309217,27.1,26.1,0,19.860369888,16.5,18,2020-09-23,32.7436454035683,-101.431726101968
680,48263,0,245,0,524,5,0,147,4,0,0,533,52250,46.7,74,85,86,32,97,68,1,667,902.506479411122,0.739052865786861,11.7,2.1,107214,20500,5.2299512195,"yes","yes","2020-03-31",16.81712833,13.049828388,26,22.9,0,17.066143723,7,20,2020-07-14,33.1813218187402,-100.777648381863
889,48393,0,360,0,805,0,4,66,0,0,14,823,79167,37.8,66,156,152,34,137,49,1,939,924.057316597492,1.01617073219822,1.8,2.5,128167,34833,3.6794706169,"yes","yes","2020-03-31",13.020937835,12.588105616,23.2,20.5,60.172228202,20.632411462,6.1,49,2020-04-16,35.8384267225435,-100.81357119924
721,48443,0,230,0,239,23,0,406,5,0,48,315,26063,47.3,14,120,54,43,62,73,1,778,2358.01580588572,0.329938416043724,24.9,5.1,85706,9750,8.7903589744,"yes","yes","2020-03-31",24.987693111,14.644991617,25.9,29.8,0,14.285577889,11,16,2020-06-23,30.2250045085937,-102.076499764506
3238,48081,0,1268,0,2490,21,5,682,20,0,20,2556,42500,49.1,79,695,336,159,396,417,10,3228,911.46955123954,3.54153355491703,17.2,4.3,82929,17956,4.6184562263,"yes","yes","2020-03-31",18.49138997,14.282470588,28.8,29.9,72.34939759,16.489287416,9.8,46,2020-05-05,31.8886374198281,-100.529930497317
